operon_id,gene_name,hmm_name,evalue,score,truncated,length
ERZ920310@162,Cas12f,Cas12f_c200,2.6e-08,20.0,00,269
ERZ920310@162,Cas9,Cas9_c13,0.0,2335.5,00,1509
ERZ920310@18,Cas12f,Cas12f_c8,0.0,443.1,00,454
ERZ920310@190,Cas9,Cas9_c3,0.0,746.1,00,1135
ERZ920310@201,Cas9,Cas9_c2,0.0,1572.6,00,1351
ERZ920310@21,Cas9,Cas9_c2,0.0,1625.0,00,1378
ERZ920310@214,Cas12a,Cas12a_c5,0.0,1743.5,00,1307
ERZ920310@229,Cas9,Cas9_c2,0.0,1716.8,00,1331
ERZ920310@23,Cas9,Cas9_c2,0.0,1719.7,00,1326
ERZ920310@29,Cas9,Cas9_c2,0.0,1627.3,00,1354
ERZ920310@82,Cas12f,Cas12f_c29,0.0,302.5,00,465
ERZ920310@95,Cas12a,Cas12a_c5,0.0,1395.0,00,1264
ERZ920311@128,Cas12f,Cas12f_c8,0.0,447.4,00,489
ERZ920311@167,Cas9,Cas9_c2,0.0,1830.8,00,1326
ERZ920311@19,Cas9,Cas9_c2,0.0,1720.5,00,1333
ERZ920311@213,Cas12a,Cas12a_c5,0.0,1779.3,00,1246
ERZ920311@218,Cas12a,Cas12a_c5,0.0,1430.6,00,1260
ERZ920311@237,Cas9,Cas9_c150,0.0,2096.6,00,1264
ERZ920311@237,Cas9,Cas9_c150,2.7e-32,101.2,00,86
ERZ920311@248,Cas9,Cas9_c2,0.0,1647.1,00,1271
ERZ920311@257,Cas9,Cas9_c18,0.0,1472.4,00,1426
ERZ920311@263,Cas9,Cas9_c3,0.0,936.3,00,1210
ERZ920311@268,Cas9,Cas9_c2,0.0,1740.7,00,1354
ERZ920311@277,Cas9,Cas9_c3,0.0,979.0,00,1106
ERZ920311@295,Cas9,Cas9_c13,0.0,2242.9,00,1508
ERZ920311@296,Cas9,Cas9_c2,0.0,1829.5,00,1354
ERZ920311@298,Cas12a,Cas12a_c5,0.0,1373.1,00,1306
ERZ920311@39,Cas12f,Cas12f_c1,0.0,548.4,00,434
ERZ920311@41,Cas9,Cas9_c3,0.0,572.0,00,1121
ERZ920311@46,Cas9,Cas9_c11,0.0,1406.6,00,1154
ERZ920311@66,Cas9,Cas9_c2,0.0,1333.6,00,1353
ERZ920311@83,Cas12a,Cas12a_c5,0.0,1659.3,00,1246
ERZ920311@84,Cas9,Cas9_c3,0.0,696.6,01,1033
ERZ920311@90,Cas12a,Cas12a_c5,0.0,1638.9,00,1246
ERZ920311@96,Cas9,Cas9_c2,0.0,1508.1,10,1247
ERZ920312@103,Cas9,Cas9_c2,0.0,1352.6,00,1427
ERZ920312@11,Cas12f,Cas12f_c29,0.0,649.0,00,535
ERZ920312@130,Cas9,Cas9_c2,0.0,1459.2,00,1334
ERZ920312@131,Cas9,Cas9_c18,0.0,952.7,00,1217
ERZ920312@137,Cas9,Cas9_c18,0.0,927.8,00,1212
ERZ920312@144,Cas9,Cas9_c3,0.0,1198.2,00,1078
ERZ920312@155,Cas9,Cas9_c2,0.0,1308.0,00,1362
ERZ920312@165,Cas9,Cas9_c49,0.0,1623.9,00,1429
ERZ920312@186,Cas9,Cas9_c2,0.0,1625.0,00,1378
ERZ920312@187,Cas9,Cas9_c2,0.0,1261.1,01,1058
ERZ920312@207,Cas9,Cas9_c2,0.0,1450.8,00,1315
ERZ920312@235,Cas12a,Cas12a_c5,0.0,1363.0,00,1311
ERZ920312@249,Cas12a,Cas12a_c5,0.0,1394.8,00,1260
ERZ920312@37,Cas12f,Cas12f_c29,0.0,409.5,00,485
ERZ920312@49,Cas9,Cas9_c3,0.0,1255.3,00,1088
ERZ920312@82,Cas12f,Cas12f_c6,0.0,391.6,00,363
ERZ920312@88,Cas12f,Cas12f_c29,0.0,600.5,00,534
ERZ920312@95,Cas12a,Cas12a_c5,0.0,1361.9,00,1246
ERZ920313@148,Cas9,Cas9_c2,0.0,1851.4,01,1339
ERZ920313@160,Cas9,Cas9_c18,0.0,1625.1,00,1456
ERZ920313@171,Cas9,Cas9_c2,0.0,1419.5,00,1333
ERZ920313@176,Cas12a,Cas12a_c5,0.0,1365.8,00,1306
ERZ920313@190,Cas12a,Cas12a_c5,0.0,1430.9,00,1260
ERZ920313@198,Cas9,Cas9_c3,0.0,1251.8,00,1101
ERZ920313@207,Cas9,Cas9_c2,0.0,1368.2,00,1425
ERZ920313@210,Cas9,Cas9_c13,0.0,2334.6,00,1509
ERZ920313@251,Cas9,Cas9_c11,0.0,1413.0,00,1154
ERZ920313@269,Cas9,Cas9_c13,0.0,2227.1,00,1499
ERZ920313@333,Cas9,Cas9_c3,0.0,1107.9,00,1167
ERZ920313@345,Cas9,Cas9_c2,0.0,1696.7,00,1346
ERZ920313@365,Cas9,Cas9_c18,0.0,922.1,00,1216
ERZ920313@4,Cas9,Cas9_c3,0.0,1180.8,00,1075
ERZ920313@64,Cas9,Cas9_c11,0.0,1501.3,00,1425
ERZ920314@136,Cas9,Cas9_c2,0.0,1420.5,00,1339
ERZ920314@155,Cas12f,Cas12f_c191,3.3e-06,12.8,00,137
ERZ920314@166,Cas13b,Cas13b_1_CAS-VI-B,0.0,253.4,00,1004
ERZ920314@198,Cas9,Cas9_c2,0.0,1328.1,00,1361
ERZ920314@209,Cas9,Cas9_c2,0.0,1773.7,00,1351
ERZ920314@51,Cas9,Cas9_c2,0.0,1636.5,00,1390
ERZ920314@72,Cas9,Cas9_c2,0.0,1831.6,00,1326
ERZ920314@90,Cas12f,Cas12f_c134,1.5e-10,27.7,01,59
ERZ920315@11,Cas9,Cas9_c13,0.0,2264.2,00,1537
ERZ920315@145,Cas9,Cas9_c11,0.0,1485.6,00,1434
ERZ920315@163,Cas12a,Cas12a_c5,0.0,1870.5,00,1275
ERZ920315@171,Cas9,Cas9_c2,0.0,1615.9,00,1359
ERZ920315@194,Cas9,Cas9_c2,0.0,1710.8,00,1326
ERZ920315@206,Cas12a,Cas12a_c5,0.0,1640.7,00,1246
ERZ920315@235,Cas12f,Cas12f_c7,0.0,489.1,00,415
ERZ920315@24,Cas13b,Cas13b_1_CAS-VI-B,0.0,254.0,00,1004
ERZ920315@64,Cas12m,Cas12m_c9,1.5e-09,24.5,00,241
ERZ920315@7,Cas12f,Cas12f_c29,0.0,592.4,00,513
ERZ920316@1,Cas9,Cas9_c2,0.0,1699.1,00,1346
ERZ920316@104,Cas12a,Cas12a_c5,0.0,1686.0,00,1228
ERZ920316@110,Cas9,Cas9_c3,0.0,1070.8,00,1102
ERZ920316@13,Cas9,Cas9_c13,0.0,2229.7,00,1510
ERZ920316@133,Cas9,Cas9_c11,0.0,1501.3,00,1425
ERZ920316@148,Cas9,Cas9_c2,0.0,1726.7,00,1326
ERZ920316@165,Cas9,Cas9_c3,0.0,937.0,00,1063
ERZ920316@181,Cas9,Cas9_c2,0.0,1712.3,00,1331
ERZ920316@187,Cas9,Cas9_c18,0.0,884.3,00,1220
ERZ920316@192,Cas9,Cas9_c3,0.0,946.3,00,1105
ERZ920316@25,Cas9,Cas9_c3,0.0,1063.7,00,1109
ERZ920316@83,Cas9,Cas9_c2,0.0,285.7,01,323
ERZ920316@98,Cas9,Cas9_c2,0.0,1830.5,00,1326
ERZ920317@105,Cas12f,Cas12f_c29,0.0,302.5,00,465
ERZ920317@113,Cas12f,Cas12f_c200,5.3e-08,20.0,00,269
ERZ920317@113,Cas9,Cas9_c13,0.0,2335.5,00,1509
ERZ920317@119,Cas9,Cas9_c13,0.0,2271.1,00,1537
ERZ920317@158,Cas12f,Cas12f_c8,0.0,443.1,00,454
ERZ920317@161,Cas9,Cas9_c2,0.0,1353.2,00,1426
ERZ920317@193,Cas9,Cas9_c11,0.0,1480.6,00,1428
ERZ920317@200,Cas12a,Cas12a_c5,0.0,1395.0,00,1264
ERZ920317@219,Cas9,Cas9_c3,0.0,746.1,00,1135
ERZ920317@229,Cas9,Cas9_c2,0.0,1627.3,00,1354
ERZ920317@4,Cas9,Cas9_c18,0.0,968.9,00,1221
ERZ920317@5,Cas9,Cas9_c2,0.0,1693.6,00,1346
ERZ920317@54,Cas9,Cas9_c2,0.0,1572.6,00,1351
ERZ920317@81,Cas12a,Cas12a_c5,0.0,1743.5,00,1307
ERZ920317@90,Cas9,Cas9_c13,0.0,2297.5,00,1510
ERZ920319@106,Cas9,Cas9_c3,0.0,1241.7,00,1101
ERZ920319@116,Cas12a,Cas12a_c5,0.0,1364.8,00,1311
ERZ920319@44,Cas9,Cas9_c2,0.0,1832.6,00,1326
ERZ920319@51,Cas9,Cas9_c35,0.0,1556.1,00,1152
ERZ920319@74,Cas9,Cas9_c11,0.0,1489.2,00,1249
ERZ920320@1,Cas9,Cas9_c11,0.0,1413.0,00,1154
ERZ920320@155,Cas9,Cas9_c2,0.0,1511.6,00,1354
ERZ920372@277,Cas13d,Cas13d_0_CAS-VI-D,0.0,1381.2,00,926
ERZ920372@293,Cas9,Cas9_c3,0.0,956.0,00,1114
ERZ920372@335,Cas9,Cas9_c13,0.0,2245.8,00,1509
ERZ920372@346,Cas9,Cas9_c13,0.0,2264.1,00,1510
ERZ920372@349,Cas9,Cas9_c13,0.0,2316.3,00,1505
ERZ920372@53,Cas9,Cas9_c2,0.0,1511.0,00,1149
ERZ920372@53,Cas9,Cas9_c2,5.60519e-45,143.2,00,236
ERZ920372@54,Cas9,Cas9_c2,0.0,1636.8,00,1344
ERZ920372@64,Cas9,Cas9_0_II-D,2.1e-10,28.9,00,125
ERZ920372@97,Cas9,Cas9_c2,0.0,1832.6,00,1326
ERZ920373@129,Cas12a,Cas12a_c5,0.0,1391.6,00,1260
ERZ920373@15,Cas12a,Cas12a_c5,0.0,1395.0,00,1264
ERZ920373@157,Cas12f,Cas12f_c8,0.0,437.3,00,493
ERZ920373@161,Cas9,Cas9_c3,0.0,935.1,00,1063
ERZ920373@176,Cas9,Cas9_c2,0.0,1777.8,00,1343
ERZ920373@196,Cas9,Cas9_c13,0.0,2226.4,00,1499
ERZ920373@201,Cas9,Cas9_c2,0.0,1621.0,00,1359
ERZ920373@22,Cas9,Cas9_c3,0.0,1192.2,00,1075
ERZ920373@249,Cas9,Cas9_c13,0.0,2292.3,00,1510
ERZ920373@65,Cas9,Cas9_c13,0.0,2270.3,00,1537
ERZ920373@71,Cas13d,Cas13d_0_CAS-VI-D,0.0,1386.8,00,923
ERZ920374@127,Cas9,Cas9_c2,0.0,1364.4,00,1426
ERZ920374@140,Cas9,Cas9_c2,0.0,1419.5,00,1333
ERZ920374@148,Cas9,Cas9_c2,0.0,1718.6,00,1329
ERZ920374@164,Cas12a,Cas12a_c5,0.0,1391.6,00,1260
ERZ920374@174,Cas9,Cas9_c13,0.0,2319.9,00,1505
ERZ920374@209,Cas12a,Cas12a_c5,0.0,1643.5,00,1246
ERZ920374@41,Cas9,Cas9_c2,0.0,1830.9,00,1326
ERZ920374@42,Cas9,Cas9_c2,0.0,1621.2,00,1359
ERZ920374@52,Cas12f,Cas12f_c29,0.0,594.7,00,513
ERZ920375@64,Cas9,Cas9_c2,0.0,1067.7,00,1263
ERZ920376@1,Cas9,Cas9_c3,0.0,1132.6,00,1087
ERZ920376@136,Cas9,Cas9_c11,0.0,1059.8,00,1100
ERZ920376@136,Cas9,Cas9_c11,0.0,406.1,00,353
ERZ920376@138,Cas12f,Cas12f_c8,0.0,536.0,00,430
ERZ920376@155,Cas9,Cas9_c2,0.0,1360.0,00,1376
ERZ920376@222,Cas9,Cas9_c11,0.0,1406.6,00,1154
ERZ920376@256,Cas9,Cas9_c2,0.0,1344.7,00,1429
ERZ920376@261,Cas9,Cas9_c49,0.0,1751.3,00,1423
ERZ920376@268,Cas9,Cas9_c2,0.0,1694.5,00,1346
ERZ920376@273,Cas9,Cas9_c11,0.0,1571.2,00,1394
ERZ920376@315,Cas9,Cas9_c18,0.0,948.0,10,954
ERZ920376@356,Cas9,Cas9_c4,0.0,1155.5,00,1004
ERZ920376@33,Cas9,Cas9_c13,0.0,2331.9,00,1510
ERZ920376@330,Cas9,Cas9_c2,0.0,1488.9,00,1317
ERZ920376@347,Cas9,Cas9_c2,0.0,1701.3,00,1359
ERZ920376@40,Cas9,Cas9_c3,0.0,1182.6,00,1075
ERZ920376@438,Cas12f,Cas12f_c84,7.6e-06,12.5,00,184
ERZ920376@46,Cas9,Cas9_c2,0.0,1708.8,00,1325
ERZ920376@46,Cas12f,Cas12f_c134,3.4e-28,86.5,00,193
ERZ920376@461,Cas12f,Cas12f_c214,2.4e-06,14.4,00,198
ERZ920376@47,Cas9,Cas9_c2,0.0,1745.9,00,1352
ERZ920376@470,Cas9,Cas9_c3,0.0,1013.1,00,1105
ERZ920376@475,Cas9,Cas9_c2,0.0,1321.3,00,1439
ERZ920376@476,Cas9,Cas9_c3,0.0,1142.1,00,1177
ERZ920376@492,Cas9,Cas9_c2,0.0,1830.5,00,1326
ERZ920376@51,Cas9,Cas9_c18,0.0,964.7,00,1221
ERZ920376@510,Cas9,Cas9_c3,0.0,1241.7,00,1101
ERZ920376@531,Cas12f,Cas12f_c29,0.0,614.0,00,509
ERZ920376@553,Cas12a,Cas12a_c5,0.0,1393.1,00,1264
ERZ920376@59,Cas9,Cas9_c11,0.0,1320.5,00,1246
ERZ920376@82,Cas12a,Cas12a_c5,0.0,1429.9,00,1285
ERZ920376@89,Cas12a,Cas12a_c5,0.0,1368.6,00,1291
ERZ920377@114,Cas9,Cas9_c3,0.0,568.6,10,593
ERZ920377@120,Cas9,Cas9_c2,0.0,1452.4,00,1387
ERZ920377@130,Cas9,Cas9_c3,0.0,957.5,00,1065
ERZ920377@14,Cas12f,Cas12f_c8,0.0,442.8,00,401
ERZ920377@151,Cas9,Cas9_c2,0.0,1350.8,00,1399
ERZ920377@152,Cas9,Cas9_c2,0.0,1060.8,10,914
ERZ920377@27,Cas9,Cas9_c3,0.0,1128.3,00,1128
ERZ920377@45,Cas9,Cas9_c2,0.0,1829.2,00,1326
ERZ920377@75,Cas12f,Cas12f_c72,3.8e-07,16.1,00,282
ERZ920377@98,Cas9,Cas9_c2,0.0,1616.4,00,1407
ERZ920378@107,Cas9,Cas9_c2,0.0,1830.7,00,1326
ERZ920378@120,Cas12f,Cas12f_c7,0.0,343.2,00,230
ERZ920378@124,Cas12a,Cas12a_c5,0.0,1374.4,00,1306
ERZ920378@137,Cas9,Cas9_c3,0.0,1066.7,00,1109
ERZ920378@179,Cas9,Cas9_0_II-D,4.8e-09,23.4,00,209
ERZ920378@192,Cas12f,Cas12f_c1,0.0,495.5,00,419
ERZ920378@193,Cas12a,Cas12a_c5,0.0,1373.8,00,1272
ERZ920378@38,Cas9,Cas9_c3,0.0,1068.7,00,1105
ERZ920378@44,Cas12f,Cas12f_c214,1.6e-06,15.2,00,242
ERZ920378@64,Cas12f,Cas12f_c6,0.0,391.6,00,363
ERZ920378@71,Cas9,Cas9_c2,0.0,1363.4,00,1426
ERZ920378@81,Cas12f,Cas12f_c1,4e-10,26.5,01,35
ERZ920379@124,Cas9,Cas9_c3,0.0,957.2,00,1065
ERZ920380@120,Cas9,Cas9_c3,0.0,984.1,01,927
ERZ920380@153,Cas13b,Cas13b_1_CAS-VI-B,0.0,253.4,00,1004
ERZ920380@158,Cas9,Cas9_c49,0.0,1568.5,00,1428
ERZ920380@50,Cas9,Cas9_c3,0.0,1014.4,00,1105
ERZ920380@6,Cas9,Cas9_c2,0.0,1752.4,00,1357
ERZ920381@115,Cas12f,Cas12f_c8,0.0,447.4,00,489
ERZ920381@119,Cas9,Cas9_c2,0.0,1692.4,00,1346
ERZ920381@129,Cas13d,Cas13d_0_CAS-VI-D,0.0,1391.8,00,923
ERZ920381@134,Cas9,Cas9_c3,0.0,1266.0,00,1127
ERZ920381@159,Cas9,Cas9_c3,0.0,1068.4,00,1109
ERZ920381@16,Cas9,Cas9_c3,0.0,1179.8,00,1075
ERZ920381@168,Cas9,Cas9_c2,0.0,1715.1,00,1328
ERZ920381@198,Cas12a,Cas12a_c5,0.0,1392.1,00,1260
ERZ920381@4,Cas9,Cas9_c13,0.0,2334.6,00,1509
ERZ920381@41,Cas12f,Cas12f_c200,9e-08,18.3,00,270
ERZ920381@41,Cas9,Cas9_c13,0.0,2328.2,00,1510
ERZ920381@43,Cas9,Cas9_c3,0.0,1250.0,00,1101
ERZ920381@71,Cas9,Cas9_c3,0.0,718.9,00,876
ERZ920381@71,Cas9,Cas9_c3,0.0,249.8,00,229
ERZ920381@88,Cas9,Cas9_c11,0.0,1571.2,00,1394
ERZ920381@94,Cas9,Cas9_c2,0.0,1758.9,00,1354
ERZ920382@105,Cas12a,Cas12a_c5,0.0,1570.6,00,1250
ERZ920382@155,Cas12f,Cas12f_c200,8.2e-08,20.0,00,269
ERZ920382@155,Cas9,Cas9_c11,0.0,1480.6,00,1428
ERZ920382@166,Cas9,Cas9_c18,0.0,911.5,00,1226
ERZ920382@186,Cas9,Cas9_c2,0.0,1834.0,00,1326
ERZ920382@194,Cas12a,Cas12a_c5,0.0,1363.9,00,830
ERZ920382@201,Cas9,Cas9_c2,0.0,1716.6,00,1333
ERZ920382@225,Cas9,Cas9_c2,0.0,1611.7,00,1356
ERZ920382@232,Cas9,Cas9_c3,0.0,933.4,00,1210
ERZ920382@261,Cas12f,Cas12f_c19,2.1e-23,70.6,00,119
ERZ920382@29,Cas12a,Cas12a_c5,0.0,1395.0,00,1264
ERZ920382@308,Cas12a,Cas12a_c5,0.0,1428.4,00,1260
ERZ920382@324,Cas9,Cas9_c2,0.0,1326.9,00,1447
ERZ920382@340,Cas12f,Cas12f_c6,0.0,176.4,01,147
ERZ920382@348,Cas9,Cas9_c3,9.1e-12,33.6,10,137
ERZ920382@393,Cas9,Cas9_c18,0.0,948.8,00,1229
ERZ920382@41,Cas12a,Cas12a_c5,0.0,1176.0,00,1297
ERZ920382@42,Cas9,Cas9_c3,0.0,1066.8,00,1105
ERZ920382@437,Cas12f,Cas12f_c8,0.0,551.0,00,444
ERZ920382@439,Cas12a,Cas12a_c5,0.0,1392.4,00,1260
ERZ920382@449,Cas9,Cas9_c13,0.0,2227.1,00,1499
ERZ920382@451,Cas9,Cas9_c13,0.0,2268.4,00,1534
ERZ920382@50,Cas9,Cas9_c2,0.0,450.2,00,563
ERZ920382@77,Cas9,Cas9_c13,0.0,2318.4,00,1505
ERZ920382@78,Cas9,Cas9_c13,0.0,2096.4,00,1551
ERZ920382@90,Cas12a,Cas12a_c5,0.0,1364.6,00,1311
ERZ920382@94,Cas9,Cas9_c2,0.0,1566.9,00,1362
ERZ920383@113,Cas9,Cas9_c2,0.0,1339.5,00,1399
ERZ920383@12,Cas9,Cas9_c2,0.0,1498.6,00,1373
ERZ920383@145,Cas9,Cas9_c2,0.0,1373.4,00,1379
ERZ920383@151,Cas9,Cas9_c13,0.0,2292.3,00,1510
ERZ920383@162,Cas9,Cas9_c2,0.0,1274.3,00,1386
ERZ920383@17,Cas9,Cas9_c2,0.0,1833.7,00,1326
ERZ920383@60,Cas9,Cas9_c18,0.0,308.8,00,334
ERZ920383@68,Cas9,Cas9_c49,0.0,1748.5,00,1423
ERZ920383@76,Cas12a,Cas12a_c5,0.0,1369.0,00,1306
ERZ920387@122,Cas9,Cas9_c3,0.0,1068.4,00,1109
ERZ920387@148,Cas9,Cas9_c2,0.0,1758.9,00,1354
ERZ920387@156,Cas9,Cas9_c2,0.0,1754.8,00,1357
ERZ920387@43,Cas9,Cas9_c13,0.0,2328.2,00,1510
ERZ920387@5,Cas9,Cas9_c2,0.0,1715.1,00,1328
ERZ920387@54,Cas12f,Cas12f_c8,0.0,447.4,00,489
ERZ920387@87,Cas12f,Cas12f_c6,0.0,167.9,00,469
ERZ920392@12,Cas9,Cas9_c2,0.0,1685.0,00,1380
ERZ920392@129,Cas9,Cas9_c11,0.0,1501.3,00,1425
ERZ920392@136,Cas9,Cas9_c2,0.0,1831.6,00,1326
ERZ920392@146,Cas9,Cas9_c2,0.0,1726.7,00,1326
ERZ920392@180,Cas9,Cas9_c3,0.0,416.8,00,433
ERZ920392@203,Cas9,Cas9_c3,0.0,1065.0,00,1105
ERZ920392@54,Cas9,Cas9_c3,0.0,1182.4,00,1075
ERZ920392@64,Cas9,Cas9_c13,0.0,2212.6,00,1500
ERZ920392@7,Cas9,Cas9_c2,0.0,1513.9,00,1354
ERZ920392@76,Cas9,Cas9_c2,0.0,1619.8,00,1359
ERZ920392@87,Cas9,Cas9_c49,0.0,1752.0,00,1423
ERZ920392@92,Cas9,Cas9_c13,6e-37,116.0,01,113
ERZ920393@103,Cas12a,Cas12a_c5,0.0,1633.6,00,1246
ERZ920393@146,Cas9,Cas9_c18,0.0,922.1,00,1216
ERZ920393@17,Cas9,Cas9_c2,0.0,1257.7,00,959
ERZ920393@17,Cas9,Cas9_c2,0.0,353.4,00,377
ERZ920393@178,Cas9,Cas9_c3,0.0,1049.5,00,1105
ERZ920393@186,Cas9,Cas9_c2,0.0,1347.8,00,1397
ERZ920393@218,Cas9,Cas9_c18,0.0,899.7,00,1217
ERZ920393@219,Cas9,Cas9_c2,0.0,1518.0,00,1372
ERZ920393@51,Cas9,Cas9_c49,0.0,1739.1,00,1436
ERZ920393@63,Cas9,Cas9_c2,0.0,1830.3,00,1326
ERZ920399@102,Cas9,Cas9_c3,0.0,1069.2,00,1105
ERZ920399@137,Cas12a,Cas12a_c5,0.0,1703.4,00,1228
ERZ920399@47,Cas9,Cas9_c2,0.0,1359.0,00,1397
ERZ920399@5,Cas12f,Cas12f_c94,0.0,802.2,00,526
ERZ920399@55,Cas9,Cas9_c3,0.0,1262.7,00,1129
ERZ920399@6,Cas9,Cas9_c2,0.0,1696.6,00,1346
ERZ920399@60,Cas9,Cas9_c18,0.0,964.7,00,1221
ERZ920399@70,Cas9,Cas9_c13,0.0,2307.6,00,1511
ERZ920399@88,Cas9,Cas9_c3,0.0,1192.2,00,1075
ERZ920402@131,Cas9,Cas9_c3,0.0,1069.5,00,1108
ERZ920402@141,Cas9,Cas9_c18,0.0,949.8,00,1222
ERZ920402@142,Cas9,Cas9_c2,0.0,1714.4,00,1315
ERZ920402@188,Cas9,Cas9_c2,0.0,1757.6,00,1362
ERZ920402@193,Cas9,Cas9_c13,0.0,1965.4,10,1343
ERZ920402@21,Cas9,Cas9_c3,0.0,1068.7,00,1107
ERZ920402@219,Cas9,Cas9_c2,0.0,1698.0,00,1334
ERZ920402@262,Cas9,Cas9_c3,0.0,1069.2,00,1105
ERZ920402@28,Cas12a,Cas12a_c5,0.0,1790.1,00,1246
ERZ920402@282,Cas9,Cas9_c13,0.0,2045.4,00,1481
ERZ920402@283,Cas12f,Cas12f_c29,0.0,601.3,00,539
ERZ920402@291,Cas9,Cas9_c49,0.0,1626.5,00,1429
ERZ920402@317,Cas9,Cas9_c13,0.0,2335.8,00,1509
ERZ920402@317,Cas12f,Cas12f_c200,3.5e-08,20.2,00,269
ERZ920402@319,Cas9,Cas9_c2,0.0,1722.7,00,1328
ERZ920402@320,Cas9,Cas9_c11,0.0,1496.9,00,1437
ERZ920402@326,Cas12f,Cas12f_c29,0.0,208.0,00,297
ERZ920402@326,Cas12f,Cas12f_c29,0.0,329.0,00,228
ERZ920402@33,Cas12f,Cas12f_c8,0.0,536.8,00,434
